return,params,run_time
-0.010666485920090021,"{'bagging_temperature': 0.4510547118403561, 'depth': 7.0, 'eval_metric': 'Logloss', 'iterations': 500.0, 'l2_leaf_reg': 1.8867597628749395, 'learning_rate': 0.9036980269606594, 'loss_function': 'Logloss', 'random_strength': 0.5499957120151381, 'rsm': 0.9, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",16.559621820924804
-0.019049765427336607,"{'bagging_temperature': 1.425842223785843, 'depth': 3.0, 'eval_metric': 'Accuracy', 'iterations': 1550.0, 'l2_leaf_reg': 1.0531446844461516, 'learning_rate': 0.44810498702312956, 'loss_function': 'Logloss', 'random_strength': 2.2363797047966183, 'rsm': 0.8, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",16.602441234048456
-0.02589512614272917,"{'bagging_temperature': 1.093909501272792, 'depth': 3.0, 'eval_metric': 'Accuracy', 'iterations': 850.0, 'l2_leaf_reg': 2.9146556650909283, 'learning_rate': 0.1028083794751689, 'loss_function': 'Logloss', 'random_strength': 6.438899448030916, 'rsm': 0.15000000000000002, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",26.610233768005855
-0.005438764103576398,"{'bagging_temperature': 0.7472186637188736, 'depth': 3.0, 'eval_metric': 'Logloss', 'iterations': 1800.0, 'l2_leaf_reg': 26.078987607462313, 'learning_rate': 0.030578912888241924, 'loss_function': 'Logloss', 'random_strength': 0.8676999863607403, 'rsm': 0.65, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",52.6565298049245
-0.008354917636247424,"{'bagging_temperature': 4.303940525622494, 'depth': 3.0, 'eval_metric': 'Accuracy', 'iterations': 1150.0, 'l2_leaf_reg': 10.884027001778213, 'learning_rate': 0.6387735104509593, 'loss_function': 'Logloss', 'random_strength': 0.41750548692003125, 'rsm': 0.2, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",16.255255668074824
-0.03220318275611195,"{'bagging_temperature': 0.5340357602909821, 'depth': 6.0, 'eval_metric': 'Logloss', 'iterations': 1250.0, 'l2_leaf_reg': 50.48918581098829, 'learning_rate': 0.12058073757558972, 'loss_function': 'Logloss', 'random_strength': 0.1256971055656654, 'rsm': 0.2, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",20.034905013046227
-0.00806986107976114,"{'bagging_temperature': 0.5124480978643443, 'depth': 5.0, 'eval_metric': 'Logloss', 'iterations': 350.0, 'l2_leaf_reg': 23.36014242486264, 'learning_rate': 0.8438583394995522, 'loss_function': 'Logloss', 'random_strength': 0.12243886675591927, 'rsm': 0.7000000000000001, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",15.417374234995805
-0.019846259408173524,"{'bagging_temperature': 7.8585990504570375, 'depth': 6.0, 'eval_metric': 'Accuracy', 'iterations': 600.0, 'l2_leaf_reg': 1.4860481912243815, 'learning_rate': 0.3985823646606087, 'loss_function': 'Logloss', 'random_strength': 0.230842521958907, 'rsm': 1.0, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",18.01079094700981
-0.002691782627417949,"{'bagging_temperature': 0.2100477838101167, 'depth': 6.0, 'eval_metric': 'Accuracy', 'iterations': 1200.0, 'l2_leaf_reg': 26.366519519456155, 'learning_rate': 0.3184088907290312, 'loss_function': 'Logloss', 'random_strength': 2.336072591008429, 'rsm': 0.75, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",16.40966225694865
-0.012393664366425063,"{'bagging_temperature': 0.18343029153443316, 'depth': 5.0, 'eval_metric': 'Accuracy', 'iterations': 1900.0, 'l2_leaf_reg': 1.349550442287104, 'learning_rate': 0.01768515294113159, 'loss_function': 'Logloss', 'random_strength': 1.2063514226028313, 'rsm': 0.5, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",50.367685505072586
-0.03429153323252129,"{'bagging_temperature': 0.242434989039073, 'depth': 5.0, 'eval_metric': 'Accuracy', 'iterations': 900.0, 'l2_leaf_reg': 38.61792738466249, 'learning_rate': 0.9522816548166472, 'loss_function': 'Logloss', 'random_strength': 0.8688286407883348, 'rsm': 0.30000000000000004, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",14.713625991949812
-0.002165523649602163,"{'bagging_temperature': 0.4051767503496195, 'depth': 4.0, 'eval_metric': 'Logloss', 'iterations': 850.0, 'l2_leaf_reg': 66.43774861720432, 'learning_rate': 0.665885436310075, 'loss_function': 'Logloss', 'random_strength': 1.0201823285332479, 'rsm': 0.9, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",14.700997482985258
-0.017762181143824413,"{'bagging_temperature': 9.670936379046552, 'depth': 2.0, 'eval_metric': 'Logloss', 'iterations': 1300.0, 'l2_leaf_reg': 24.90091929062995, 'learning_rate': 0.3239100226895788, 'loss_function': 'Logloss', 'random_strength': 0.20919748399645513, 'rsm': 0.9, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",30.597576064057648
-0.016264603685587967,"{'bagging_temperature': 0.1400860166054088, 'depth': 5.0, 'eval_metric': 'Accuracy', 'iterations': 1900.0, 'l2_leaf_reg': 13.090776096949307, 'learning_rate': 0.016325292076720274, 'loss_function': 'Logloss', 'random_strength': 0.5690603415854606, 'rsm': 0.1, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",54.97586184600368
-0.006679917273775835,"{'bagging_temperature': 0.23710640858731036, 'depth': 7.0, 'eval_metric': 'Logloss', 'iterations': 2000.0, 'l2_leaf_reg': 68.70682347663913, 'learning_rate': 0.3804911151614483, 'loss_function': 'Logloss', 'random_strength': 0.13301552982724632, 'rsm': 0.30000000000000004, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",16.224785753991455
