iter	RMSE	PrecisionAt:top=10	RecallAt:top=10	MAP:top=10
151	0.250914428	0.4999979691	1	0.4999979691
152	0.2508985299	0.4999979691	1	0.4999979691
153	0.2508845236	0.4999979691	1	0.4999979691
154	0.2508690021	0.4999979691	1	0.4999979691
155	0.2508536149	0.4999979691	1	0.4999979691
156	0.2508401741	0.4999979691	1	0.4999979691
157	0.2508251637	0.4999979691	1	0.4999979691
158	0.2508107476	0.4999979691	1	0.4999979691
159	0.2507977642	0.4999979691	1	0.4999979691
160	0.2507846585	0.4999979691	1	0.4999979691
161	0.2507735809	0.4999979691	1	0.4999979691
162	0.250758729	0.4999979691	1	0.4999979691
163	0.2507435515	0.4999979691	1	0.4999979691
164	0.2507318904	0.4999979691	1	0.4999979691
165	0.2507196741	0.4999979691	1	0.4999979691
166	0.2507047242	0.4999979691	1	0.4999979691
167	0.2506908424	0.4999979691	1	0.4999979691
168	0.2506773792	0.4999979691	1	0.4999979691
169	0.2506649844	0.4999979691	1	0.4999979691
170	0.250649923	0.4999979691	1	0.4999979691
171	0.2506386771	0.4999979691	1	0.4999979691
172	0.250625157	0.4999979691	1	0.4999979691
173	0.2506129896	0.4999979691	1	0.4999979691
174	0.2505982229	0.4999979691	1	0.4999979691
175	0.2505851202	0.4999979691	1	0.4999979691
176	0.2505732623	0.4999979691	1	0.4999979691
177	0.2505627033	0.4999979691	1	0.4999979691
178	0.2505529969	0.4999979691	1	0.4999979691
179	0.2505403115	0.4999979691	1	0.4999979691
180	0.2505296429	0.4999979691	1	0.4999979691
181	0.2505200029	0.4999979691	1	0.4999979691
182	0.2505086428	0.4999979691	1	0.4999979691
183	0.2504956844	0.4999979691	1	0.4999979691
184	0.2504847972	0.4999979691	1	0.4999979691
185	0.2504729345	0.4999979691	1	0.4999979691
186	0.2504637934	0.4999979691	1	0.4999979691
187	0.2504545977	0.4999979691	1	0.4999979691
188	0.2504446974	0.4999979691	1	0.4999979691
189	0.2504331985	0.4999979691	1	0.4999979691
190	0.2504174594	0.4999979691	1	0.4999979691
191	0.2504059322	0.4999979691	1	0.4999979691
192	0.2503953256	0.4999979691	1	0.4999979691
193	0.2503866964	0.4999979691	1	0.4999979691
194	0.2503758722	0.4999979691	1	0.4999979691
195	0.2503658333	0.4999979691	1	0.4999979691
196	0.2503539514	0.4999979691	1	0.4999979691
197	0.2503456595	0.4999979691	1	0.4999979691
198	0.2503338173	0.4999979691	1	0.4999979691
199	0.2503260803	0.4999979691	1	0.4999979691
200	0.2503163917	0.4999979691	1	0.4999979691
201	0.2503083696	0.4999979691	1	0.4999979691
202	0.2502978808	0.4999979691	1	0.4999979691
203	0.2502898445	0.4999979691	1	0.4999979691
204	0.2502784605	0.4999979691	1	0.4999979691
205	0.2502674554	0.4999979691	1	0.4999979691
206	0.2502592555	0.4999979691	1	0.4999979691
207	0.2502514348	0.4999979691	1	0.4999979691
208	0.250243126	0.4999979691	1	0.4999979691
209	0.2502332038	0.4999979691	1	0.4999979691
210	0.2502257212	0.4999979691	1	0.4999979691
211	0.2502151205	0.4999979691	1	0.4999979691
212	0.2502040584	0.4999979691	1	0.4999979691
213	0.2501974697	0.4999979691	1	0.4999979691
214	0.2501868678	0.4999979691	1	0.4999979691
215	0.2501786382	0.4999979691	1	0.4999979691
216	0.2501685778	0.4999979691	1	0.4999979691
217	0.2501576493	0.4999979691	1	0.4999979691
218	0.2501512763	0.4999979691	1	0.4999979691
219	0.2501409301	0.4999979691	1	0.4999979691
220	0.2501322921	0.4999979691	1	0.4999979691
221	0.2501231249	0.4999979691	1	0.4999979691
222	0.2501157747	0.4999979691	1	0.4999979691
223	0.250108926	0.4999979691	1	0.4999979691
224	0.2500991477	0.4999979691	1	0.4999979691
225	0.2500899386	0.4999979691	1	0.4999979691
226	0.2500824382	0.4999979691	1	0.4999979691
227	0.2500759819	0.4999979691	1	0.4999979691
228	0.2500678842	0.4999979691	1	0.4999979691
229	0.2500578466	0.4999979691	1	0.4999979691
230	0.2500474287	0.4999979691	1	0.4999979691
231	0.2500418533	0.4999979691	1	0.4999979691
232	0.2500329541	0.4999979691	1	0.4999979691
233	0.2500263881	0.4999979691	1	0.4999979691
234	0.2500213142	0.4999979691	1	0.4999979691
235	0.2500143951	0.4999979691	1	0.4999979691
236	0.2500062276	0.4999979691	1	0.4999979691
237	0.2499985482	0.4999979691	1	0.4999979691
238	0.2499896611	0.4999979691	1	0.4999979691
239	0.2499814521	0.4999979691	1	0.4999979691
240	0.2499760652	0.4999979691	1	0.4999979691
241	0.2499675436	0.4999979691	1	0.4999979691
242	0.2499583297	0.4999979691	1	0.4999979691
243	0.2499510017	0.4999979691	1	0.4999979691
244	0.2499447049	0.4999979691	1	0.4999979691
245	0.249936318	0.4999979691	1	0.4999979691
246	0.2499308487	0.4999979691	1	0.4999979691
247	0.2499239543	0.4999979691	1	0.4999979691
248	0.2499164081	0.4999979691	1	0.4999979691
249	0.249907966	0.4999979691	1	0.4999979691
250	0.2499010709	0.4999979691	1	0.4999979691
251	0.2498929811	0.4999979691	1	0.4999979691
252	0.2498837373	0.4999979691	1	0.4999979691
253	0.2498742624	0.4999979691	1	0.4999979691
254	0.2498680587	0.4999979691	1	0.4999979691
255	0.2498600493	0.4999979691	1	0.4999979691
256	0.2498550806	0.4999979691	1	0.4999979691
257	0.2498492159	0.4999979691	1	0.4999979691
258	0.2498423734	0.4999979691	1	0.4999979691
259	0.249834852	0.4999979691	1	0.4999979691
260	0.2498285387	0.4999979691	1	0.4999979691
261	0.24981693	0.4999979691	1	0.4999979691
262	0.2498084573	0.4999979691	1	0.4999979691
263	0.2498024149	0.4999979691	1	0.4999979691
264	0.2497960329	0.4999979691	1	0.4999979691
265	0.2497875052	0.4999979691	1	0.4999979691
266	0.2497787192	0.4999979691	1	0.4999979691
267	0.2497696748	0.4999979691	1	0.4999979691
268	0.2497623142	0.4999979691	1	0.4999979691
269	0.2497540434	0.4999979691	1	0.4999979691
270	0.2497472798	0.4999979691	1	0.4999979691
271	0.2497380849	0.4999979691	1	0.4999979691
272	0.2497316198	0.4999979691	1	0.4999979691
273	0.2497243938	0.4999979691	1	0.4999979691
274	0.2497168417	0.4999979691	1	0.4999979691
275	0.2497111367	0.4999979691	1	0.4999979691
276	0.2497064367	0.4999979691	1	0.4999979691
277	0.2496994817	0.4999979691	1	0.4999979691
278	0.2496947951	0.4999979691	1	0.4999979691
279	0.249687147	0.4999979691	1	0.4999979691
280	0.2496790231	0.4999979691	1	0.4999979691
281	0.2496718364	0.4999979691	1	0.4999979691
282	0.2496636713	0.4999979691	1	0.4999979691
283	0.2496589025	0.4999979691	1	0.4999979691
284	0.2496517832	0.4999979691	1	0.4999979691
285	0.2496442832	0.4999979691	1	0.4999979691
286	0.2496389977	0.4999979691	1	0.4999979691
287	0.2496332365	0.4999979691	1	0.4999979691
288	0.2496256816	0.4999979691	1	0.4999979691
289	0.2496220128	0.4999979691	1	0.4999979691
290	0.249615599	0.4999979691	1	0.4999979691
291	0.2496103537	0.4999979691	1	0.4999979691
292	0.2496033009	0.4999979691	1	0.4999979691
293	0.2495958945	0.4999979691	1	0.4999979691
294	0.2495907168	0.4999979691	1	0.4999979691
295	0.249583446	0.4999979691	1	0.4999979691
296	0.2495791785	0.4999979691	1	0.4999979691
297	0.2495731985	0.4999979691	1	0.4999979691
298	0.2495658729	0.4999979691	1	0.4999979691
299	0.2495587508	0.4999979691	1	0.4999979691
300	0.2495521315	0.4999979691	1	0.4999979691
301	0.2495454169	0.4999979691	1	0.4999979691
302	0.2495384166	0.4999979691	1	0.4999979691
303	0.2495317696	0.4999979691	1	0.4999979691
304	0.2495280586	0.4999979691	1	0.4999979691
305	0.2495207588	0.4999979691	1	0.4999979691
306	0.249516164	0.4999979691	1	0.4999979691
307	0.2495097203	0.4999979691	1	0.4999979691
308	0.2495013867	0.4999979691	1	0.4999979691
309	0.2494941133	0.4999979691	1	0.4999979691
310	0.2494862007	0.4999979691	1	0.4999979691
311	0.2494798514	0.4999979691	1	0.4999979691
312	0.2494729037	0.4999979691	1	0.4999979691
313	0.2494687975	0.4999979691	1	0.4999979691
314	0.2494640386	0.4999979691	1	0.4999979691
315	0.2494558803	0.4999979691	1	0.4999979691
316	0.2494499381	0.4999979691	1	0.4999979691
317	0.2494426088	0.4999979691	1	0.4999979691
318	0.2494333347	0.4999979691	1	0.4999979691
319	0.2494257602	0.4999979691	1	0.4999979691
320	0.2494198717	0.4999979691	1	0.4999979691
321	0.2494133711	0.4999979691	1	0.4999979691
322	0.2494088423	0.4999979691	1	0.4999979691
323	0.2494009678	0.4999979691	1	0.4999979691
324	0.249395786	0.4999979691	1	0.4999979691
325	0.2493898288	0.4999979691	1	0.4999979691
326	0.2493824978	0.4999979691	1	0.4999979691
327	0.2493753977	0.4999979691	1	0.4999979691
328	0.249368107	0.4999979691	1	0.4999979691
329	0.2493614418	0.4999979691	1	0.4999979691
330	0.2493560824	0.4999979691	1	0.4999979691
331	0.2493509676	0.4999979691	1	0.4999979691
332	0.2493451454	0.4999979691	1	0.4999979691
333	0.2493415269	0.4999979691	1	0.4999979691
334	0.2493381259	0.4999979691	1	0.4999979691
335	0.2493332421	0.4999979691	1	0.4999979691
336	0.2493251747	0.4999979691	1	0.4999979691
337	0.2493218824	0.4999979691	1	0.4999979691
338	0.2493146446	0.4999979691	1	0.4999979691
339	0.2493073521	0.4999979691	1	0.4999979691
340	0.2493005765	0.4999979691	1	0.4999979691
341	0.249294617	0.4999979691	1	0.4999979691
342	0.249289052	0.4999979691	1	0.4999979691
343	0.2492835821	0.4999979691	1	0.4999979691
344	0.2492775678	0.4999979691	1	0.4999979691
345	0.249273336	0.4999979691	1	0.4999979691
346	0.2492664097	0.4999979691	1	0.4999979691
347	0.2492592519	0.4999979691	1	0.4999979691
348	0.2492531282	0.4999979691	1	0.4999979691
349	0.249248161	0.4999979691	1	0.4999979691
350	0.2492415471	0.4999979691	1	0.4999979691
351	0.2492386483	0.4999979691	1	0.4999979691
352	0.2492348513	0.4999979691	1	0.4999979691
353	0.2492284003	0.4999979691	1	0.4999979691
354	0.2492215681	0.4999979691	1	0.4999979691
355	0.2492158789	0.4999979691	1	0.4999979691
356	0.2492090872	0.4999979691	1	0.4999979691
357	0.2492050175	0.4999979691	1	0.4999979691
358	0.2491978171	0.4999979691	1	0.4999979691
359	0.2491940331	0.4999979691	1	0.4999979691
360	0.2491885067	0.4999979691	1	0.4999979691
361	0.2491817686	0.4999979691	1	0.4999979691
362	0.2491759561	0.4999979691	1	0.4999979691
363	0.2491713413	0.4999979691	1	0.4999979691
364	0.2491642216	0.4999979691	1	0.4999979691
365	0.2491566525	0.4999979691	1	0.4999979691
366	0.2491499	0.4999979691	1	0.4999979691
367	0.2491434332	0.4999979691	1	0.4999979691
368	0.2491392535	0.4999979691	1	0.4999979691
369	0.2491338484	0.4999979691	1	0.4999979691
370	0.2491266323	0.4999979691	1	0.4999979691
371	0.2491214721	0.4999979691	1	0.4999979691
372	0.2491158896	0.4999979691	1	0.4999979691
373	0.2491102116	0.4999979691	1	0.4999979691
374	0.2491034306	0.4999979691	1	0.4999979691
375	0.2490963907	0.4999979691	1	0.4999979691
376	0.2490894323	0.4999979691	1	0.4999979691
377	0.2490844483	0.4999979691	1	0.4999979691
378	0.2490780479	0.4999979691	1	0.4999979691
379	0.2490750246	0.4999979691	1	0.4999979691
380	0.2490710753	0.4999979691	1	0.4999979691
381	0.2490640889	0.4999979691	1	0.4999979691
382	0.2490582736	0.4999979691	1	0.4999979691
383	0.2490519679	0.4999979691	1	0.4999979691
384	0.2490448312	0.4999979691	1	0.4999979691
385	0.2490374355	0.4999979691	1	0.4999979691
386	0.2490320282	0.4999979691	1	0.4999979691
387	0.2490259942	0.4999979691	1	0.4999979691
388	0.2490229703	0.4999979691	1	0.4999979691
389	0.2490183936	0.4999979691	1	0.4999979691
390	0.2490112559	0.4999979691	1	0.4999979691
391	0.2490059707	0.4999979691	1	0.4999979691
392	0.2489967893	0.4999979691	1	0.4999979691
393	0.2489912993	0.4999979691	1	0.4999979691
394	0.2489861907	0.4999979691	1	0.4999979691
395	0.2489821446	0.4999979691	1	0.4999979691
396	0.248974461	0.4999979691	1	0.4999979691
397	0.2489691068	0.4999979691	1	0.4999979691
398	0.2489646381	0.4999979691	1	0.4999979691
399	0.2489595698	0.4999979691	1	0.4999979691
400	0.2489535477	0.4999979691	1	0.4999979691
401	0.2489461084	0.4999979691	1	0.4999979691
402	0.2489425385	0.4999979691	1	0.4999979691
403	0.248940195	0.4999979691	1	0.4999979691
404	0.2489327008	0.4999979691	1	0.4999979691
405	0.2489267189	0.4999979691	1	0.4999979691
406	0.2489202463	0.4999979691	1	0.4999979691
407	0.2489142368	0.4999979691	1	0.4999979691
408	0.2489082681	0.4999979691	1	0.4999979691
409	0.2489033486	0.4999979691	1	0.4999979691
410	0.2488979111	0.4999979691	1	0.4999979691
411	0.2488940271	0.4999979691	1	0.4999979691
412	0.248889339	0.4999979691	1	0.4999979691
413	0.248885414	0.4999979691	1	0.4999979691
414	0.2488781635	0.4999979691	1	0.4999979691
415	0.248871417	0.4999979691	1	0.4999979691
416	0.2488625578	0.4999979691	1	0.4999979691
417	0.2488554974	0.4999979691	1	0.4999979691
418	0.2488501407	0.4999979691	1	0.4999979691
419	0.2488456698	0.4999979691	1	0.4999979691
420	0.2488411444	0.4999979691	1	0.4999979691
421	0.2488359782	0.4999979691	1	0.4999979691
422	0.2488299394	0.4999979691	1	0.4999979691
423	0.2488244867	0.4999979691	1	0.4999979691
424	0.2488189112	0.4999979691	1	0.4999979691
425	0.2488116451	0.4999979691	1	0.4999979691
426	0.2488062738	0.4999979691	1	0.4999979691
427	0.2488023066	0.4999979691	1	0.4999979691
428	0.248795299	0.4999979691	1	0.4999979691
429	0.248789232	0.4999979691	1	0.4999979691
430	0.2487824014	0.4999979691	1	0.4999979691
431	0.2487761159	0.4999979691	1	0.4999979691
432	0.2487732254	0.4999979691	1	0.4999979691
433	0.2487648535	0.4999979691	1	0.4999979691
434	0.2487587448	0.4999979691	1	0.4999979691
435	0.2487536724	0.4999979691	1	0.4999979691
436	0.2487500998	0.4999979691	1	0.4999979691
437	0.2487453135	0.4999979691	1	0.4999979691
438	0.2487389998	0.4999979691	1	0.4999979691
439	0.2487305722	0.4999979691	1	0.4999979691
440	0.2487254174	0.4999979691	1	0.4999979691
441	0.2487202897	0.4999979691	1	0.4999979691
442	0.2487153255	0.4999979691	1	0.4999979691
443	0.2487091202	0.4999979691	1	0.4999979691
444	0.2487047832	0.4999979691	1	0.4999979691
445	0.2486976228	0.4999979691	1	0.4999979691
446	0.2486933538	0.4999979691	1	0.4999979691
447	0.2486867115	0.4999979691	1	0.4999979691
448	0.2486812693	0.4999979691	1	0.4999979691
449	0.2486771364	0.4999979691	1	0.4999979691
450	0.2486723214	0.4999979691	1	0.4999979691
451	0.2486637688	0.4999979691	1	0.4999979691
452	0.2486587217	0.4999979691	1	0.4999979691
453	0.2486543838	0.4999979691	1	0.4999979691
454	0.2486485316	0.4999979691	1	0.4999979691
455	0.2486415061	0.4999979691	1	0.4999979691
456	0.2486351762	0.4999979691	1	0.4999979691
457	0.2486295828	0.4999979691	1	0.4999979691
458	0.2486222429	0.4999979691	1	0.4999979691
459	0.2486161444	0.4999979691	1	0.4999979691
460	0.2486107689	0.4999979691	1	0.4999979691
461	0.2486074398	0.4999979691	1	0.4999979691
462	0.248600918	0.4999979691	1	0.4999979691
463	0.2485918035	0.4999979691	1	0.4999979691
464	0.2485855814	0.4999979691	1	0.4999979691
465	0.2485798641	0.4999979691	1	0.4999979691
466	0.2485754157	0.4999979691	1	0.4999979691
467	0.2485684563	0.4999979691	1	0.4999979691
468	0.2485629978	0.4999979691	1	0.4999979691
469	0.2485584672	0.4999979691	1	0.4999979691
470	0.2485535817	0.4999979691	1	0.4999979691
471	0.2485476317	0.4999979691	1	0.4999979691
472	0.2485416405	0.4999979691	1	0.4999979691
473	0.2485351852	0.4999979691	1	0.4999979691
474	0.2485296305	0.4999979691	1	0.4999979691
475	0.2485249218	0.4999979691	1	0.4999979691
476	0.2485186435	0.4999979691	1	0.4999979691
477	0.2485127472	0.4999979691	1	0.4999979691
478	0.248509253	0.4999979691	1	0.4999979691
479	0.2485050217	0.4999979691	1	0.4999979691
480	0.2484988521	0.4999979691	1	0.4999979691
481	0.2484922728	0.4999979691	1	0.4999979691
482	0.2484865533	0.4999979691	1	0.4999979691
483	0.2484801784	0.4999979691	1	0.4999979691
484	0.2484747727	0.4999979691	1	0.4999979691
485	0.2484705681	0.4999979691	1	0.4999979691
486	0.2484650119	0.4999979691	1	0.4999979691
487	0.248460657	0.4999979691	1	0.4999979691
488	0.2484536125	0.4999979691	1	0.4999979691
489	0.2484497625	0.4999979691	1	0.4999979691
490	0.2484446155	0.4999979691	1	0.4999979691
491	0.2484406425	0.4999979691	1	0.4999979691
492	0.2484356728	0.4999979691	1	0.4999979691
493	0.2484319454	0.4999979691	1	0.4999979691
494	0.2484272895	0.4999979691	1	0.4999979691
495	0.248421787	0.4999979691	1	0.4999979691
496	0.2484179229	0.4999979691	1	0.4999979691
497	0.2484112322	0.4999979691	1	0.4999979691
498	0.2484061526	0.4999979691	1	0.4999979691
499	0.2484004585	0.4999979691	1	0.4999979691
