iter	Passed	Remaining
202	97652	142871
203	98116	142365
204	98575	141852
205	99048	141360
206	99606	140988
207	100149	140593
208	100616	140092
209	101098	139612
210	101562	139106
211	102035	138613
212	102512	138127
213	102983	137632
214	103442	137122
215	103912	136625
216	104387	136136
217	104863	135649
218	105338	135160
219	105819	134678
220	106293	134189
221	106778	133714
222	107264	133239
223	107725	132733
224	108201	132246
225	108680	131762
226	109148	131266
227	109618	130773
228	110088	130279
229	110642	129885
230	111175	129463
231	111650	128975
232	112117	128478
233	112571	127966
234	113062	127495
235	113523	126992
236	113993	126499
237	114470	126013
238	114932	125511
239	115412	125030
240	115873	124527
241	116334	124025
242	116792	123521
243	117266	123033
244	117722	122527
245	118195	122039
246	118675	121558
247	119144	121066
248	119610	120570
249	120069	120069
250	120536	119575
251	120997	119077
252	121462	118582
253	121927	118086
254	122409	117609
255	122883	117123
256	123343	116624
257	123816	116137
258	124295	115656
259	124754	115157
260	125219	114664
261	125686	114173
262	126161	113689
263	126624	113194
264	127104	112715
265	127581	112233
266	128067	111758
267	128536	111270
268	128986	110765
269	129460	110281
270	129929	109792
271	130386	109294
272	130852	108803
273	131323	108317
274	131786	107825
275	132266	107346
276	132745	106867
277	133263	106419
278	133725	105926
279	134193	105438
280	134656	104945
281	135126	104459
282	135591	103969
283	136063	103485
284	136543	103006
285	137016	102522
286	137478	102030
287	137942	101540
288	138405	101050
289	138880	100568
290	139353	100085
291	139835	99609
292	140318	99132
293	140787	98646
294	141253	98159
295	141717	97669
296	142179	97179
297	142637	96687
298	143120	96211
299	143611	95741
300	144153	95304
301	144616	94814
302	145081	94327
303	145574	93857
304	146053	93378
305	146517	92889
306	146981	92402
307	147455	91920
308	147920	91432
309	148390	90948
310	148854	90461
311	149315	89972
312	149786	89488
313	150246	88999
314	150713	88514
315	151179	88028
316	151657	87549
317	152139	87073
318	152625	86599
319	153107	86123
320	153571	85636
321	154036	85150
322	154591	84714
323	155139	84273
324	155609	83789
325	156074	83303
326	156541	82818
327	157002	82330
328	157469	81845
329	157930	81358
330	158395	80872
331	158860	80387
332	159328	79903
333	159797	79420
334	160265	78936
335	160744	78458
336	161214	77976
337	161689	77496
338	162163	77015
339	162630	76532
340	163100	76049
341	163566	75565
342	164032	75081
343	164490	74594
344	164949	74107
345	165429	73630
346	165914	73155
347	166379	72671
348	166849	72190
349	167309	71703
350	167780	71223
351	168251	70742
352	168716	70258
353	169177	69773
354	169638	69288
355	170110	68808
356	170580	68327
357	171052	67847
358	171520	67365
359	171984	66882
360	172448	66399
361	172925	65921
362	173405	65445
363	173882	64966
364	174359	64489
365	174831	64009
366	175306	63530
367	175777	63050
368	176259	62574
369	176737	62097
370	177217	61620
371	177694	61142
372	178155	60658
373	178609	60173
374	179082	59694
375	179539	59209
376	179999	58726
377	180462	58244
378	180925	57762
379	181392	57281
380	181873	56805
381	182341	56325
382	182821	55848
383	183308	55374
384	183776	54894
385	184245	54414
386	184724	53937
387	185182	53454
388	185650	52974
389	186116	52494
390	186580	52013
391	187046	51533
392	187611	51080
393	188141	50616
394	188628	50141
395	189104	49663
396	189564	49181
397	190034	48702
398	190491	48219
399	190967	47741
400	191428	47260
401	191898	46781
402	192369	46302
403	192840	45823
404	193303	45342
405	193801	44870
406	194275	44392
407	194740	43912
408	195204	43431
409	195664	42950
410	196132	42471
411	196617	41996
412	197080	41515
413	197546	41036
414	198013	40557
415	198574	40096
416	199126	39634
417	199582	39152
418	200054	38673
419	200519	38194
420	200983	37714
421	201451	37235
422	201922	36756
423	202385	36276
424	202852	35797
425	203315	35317
426	203779	34838
427	204273	34363
428	204751	33886
429	205216	33407
430	205694	32930
431	206173	32453
432	206638	31974
433	207105	31495
434	207573	31016
435	208040	30538
436	208521	30061
437	208988	29582
438	209537	29115
439	210094	28649
440	210563	28170
441	211030	27691
442	211506	27214
443	211994	26738
444	212468	26260
445	212927	25780
446	213395	25301
447	213860	24823
448	214335	24345
449	214808	23867
450	215265	23388
451	215726	22908
452	216201	22431
453	216660	21952
454	217139	21475
455	217599	20996
456	218068	20518
457	218525	20039
458	218981	19560
459	219442	19081
460	219911	18604
461	220380	18126
462	220865	17650
463	221345	17173
464	221817	16695
465	222299	16219
466	222785	15742
467	223253	15265
468	223712	14786
469	224180	14309
470	224647	13831
471	225104	13353
472	225578	12876
473	226062	12400
474	226527	11922
475	227005	11445
476	227482	10968
477	227947	10491
478	228425	10014
479	228884	9536
480	229372	9060
481	229841	8583
482	230299	8105
483	230771	7628
484	231244	7151
485	231766	6676
486	232276	6200
487	232753	5723
488	233217	5246
489	233697	4769
490	234181	4292
491	234655	3815
492	235124	3338
493	235612	2861
494	236066	2384
495	236539	1907
496	236999	1430
497	237479	953
498	237944	476
499	238409	0
